epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
35,1031.95,0.7977,1.0495,1.80142,0.86137,0.73368,0.83094,0.66219,0.75795,0.82377,1.68515,0.000276638,0.000276638,0.000276638
36,1061.4,0.82928,1.1725,1.81989,0.86302,0.72773,0.82337,0.66009,0.7577,0.83384,1.71104,0.000272509,0.000272509,0.000272509
37,1090.35,0.73754,0.97377,1.74892,0.8611,0.72422,0.81762,0.65338,0.7645,0.84464,1.71151,0.000268381,0.000268381,0.000268381
38,1119.44,0.77949,1.00719,1.82295,0.86011,0.72223,0.81473,0.65023,0.75517,0.79982,1.71126,0.000264253,0.000264253,0.000264253
39,1150.58,0.76848,1.02802,1.80125,0.80266,0.72502,0.80643,0.64312,0.75954,0.79115,1.72132,0.000260125,0.000260125,0.000260125
40,1179.92,0.80585,0.9828,1.78492,0.80962,0.73489,0.80776,0.64421,0.75531,0.78603,1.7027,0.000255996,0.000255996,0.000255996
41,1208.73,0.81071,0.95968,1.84727,0.81511,0.73098,0.80469,0.64215,0.7572,0.79834,1.70823,0.000251868,0.000251868,0.000251868
42,1238.13,0.79946,1.01949,1.8817,0.81066,0.72721,0.79595,0.62874,0.76658,0.81166,1.71018,0.00024774,0.00024774,0.00024774
43,1267.09,0.76936,0.91798,1.80691,0.81917,0.73384,0.80082,0.63516,0.76083,0.78161,1.71504,0.000243611,0.000243611,0.000243611
44,1296.75,0.82842,0.98704,1.85006,0.83852,0.73578,0.80763,0.64448,0.75318,0.7695,1.70244,0.000239483,0.000239483,0.000239483
45,1327.65,0.83056,1.00602,1.84825,0.81191,0.75988,0.81074,0.64799,0.75939,0.77092,1.71558,0.000235355,0.000235355,0.000235355
46,1357.06,0.77459,0.97291,1.84845,0.81423,0.76578,0.80699,0.64589,0.76151,0.79506,1.70999,0.000231226,0.000231226,0.000231226
47,1387.6,0.76722,0.93464,1.75813,0.81925,0.75226,0.80227,0.63914,0.76086,0.81358,1.7121,0.000227098,0.000227098,0.000227098
48,1418.2,0.80251,0.95732,1.80134,0.83008,0.76008,0.81156,0.64621,0.75613,0.78251,1.71175,0.00022297,0.00022297,0.00022297
49,1448.03,0.76053,0.87907,1.76065,0.83597,0.75426,0.80964,0.64706,0.75651,0.78334,1.70799,0.000218842,0.000218842,0.000218842
50,1476.76,0.77034,0.88577,1.81121,0.8383,0.74363,0.80562,0.6438,0.75878,0.7907,1.70987,0.000214713,0.000214713,0.000214713
51,1506.93,0.78967,0.88814,1.75214,0.83813,0.73889,0.80423,0.64232,0.75751,0.79,1.71451,0.000210585,0.000210585,0.000210585
52,1536.66,0.73012,0.83591,1.77798,0.84199,0.74776,0.80832,0.64631,0.75889,0.76823,1.71237,0.000206457,0.000206457,0.000206457
53,1566.07,0.79412,0.89243,1.80094,0.85016,0.7452,0.80752,0.64632,0.76466,0.76555,1.71889,0.000202328,0.000202328,0.000202328
54,1594.61,0.86088,1.03159,1.87409,0.84344,0.74095,0.80356,0.64291,0.76673,0.78833,1.71747,0.0001982,0.0001982,0.0001982
55,1623.41,0.77919,0.93333,1.80944,0.83452,0.72902,0.80118,0.64309,0.76307,0.80062,1.71793,0.000194072,0.000194072,0.000194072
56,1653.02,0.75492,0.87115,1.73131,0.84423,0.74059,0.80822,0.6489,0.75946,0.78687,1.71583,0.000189943,0.000189943,0.000189943
57,1683.1,0.71815,0.83531,1.71322,0.85065,0.74268,0.81322,0.65251,0.75941,0.77698,1.7134,0.000185815,0.000185815,0.000185815
58,1712.29,0.73142,0.8013,1.76948,0.83118,0.75105,0.80987,0.64718,0.76327,0.77797,1.70698,0.000181687,0.000181687,0.000181687
59,1742.39,0.7152,0.81325,1.77961,0.85257,0.7467,0.81407,0.65118,0.7606,0.76414,1.70751,0.000177559,0.000177559,0.000177559
60,1777.3,0.75761,0.82265,1.80768,0.86428,0.74734,0.81983,0.6577,0.75672,0.75814,1.70563,0.00017343,0.00017343,0.00017343
61,1808.14,0.75074,0.84635,1.70305,0.84461,0.75233,0.81717,0.65542,0.7538,0.77451,1.70478,0.000169302,0.000169302,0.000169302
62,1837.71,0.76293,0.8656,1.775,0.82954,0.74069,0.80504,0.64303,0.76399,0.8108,1.70509,0.000165174,0.000165174,0.000165174
63,1867.77,0.80341,0.91328,1.76455,0.82745,0.74157,0.80096,0.63948,0.76518,0.82327,1.71692,0.000161045,0.000161045,0.000161045
64,1898.57,0.80596,0.93753,1.77603,0.83816,0.73552,0.80014,0.63736,0.76577,0.81241,1.7159,0.000156917,0.000156917,0.000156917
65,1929.58,0.91583,1.13909,1.94906,0.83134,0.73307,0.79759,0.63607,0.77055,0.82308,1.71635,0.000152789,0.000152789,0.000152789
66,1965.54,1.12582,1.4121,2.08165,0.81974,0.72007,0.7888,0.62775,0.78186,0.90255,1.72817,0.00014866,0.00014866,0.00014866
67,1993.01,1.28589,1.64751,2.17623,0.8129,0.70652,0.77942,0.61606,0.79022,0.99748,1.73594,0.000144532,0.000144532,0.000144532
68,2030.6,1.28665,1.70124,2.24184,0.81597,0.69593,0.77565,0.61203,0.78826,1.01806,1.73404,0.000140404,0.000140404,0.000140404
69,2060.4,1.24924,1.65403,2.19111,0.82288,0.69052,0.77433,0.60789,0.78526,1.01304,1.73236,0.000136276,0.000136276,0.000136276
70,2089.58,1.29293,1.78807,2.18209,0.83216,0.6995,0.78127,0.61402,0.78384,1.00038,1.7289,0.000132147,0.000132147,0.000132147
71,2119.7,1.21094,1.68376,2.13416,0.83404,0.71337,0.78921,0.62019,0.78442,0.98159,1.72595,0.000128019,0.000128019,0.000128019
1,31.3649,1.07469,2.2316,2.1265,0.68214,0.64255,0.68646,0.57862,0.82461,1.71176,1.8104,3.336e-05,3.336e-05,3.336e-05
2,56.9383,0.93445,2.06996,1.96763,0.68212,0.64474,0.68643,0.57679,0.83111,1.73596,1.79824,6.94864e-05,6.94864e-05,6.94864e-05
3,82.6738,0.88812,2.00367,1.95709,0.67586,0.65092,0.68576,0.57504,0.83527,1.72624,1.78476,0.000104127,0.000104127,0.000104127
4,109.293,0.83091,1.9773,2.01998,0.67907,0.64627,0.6853,0.57399,0.84125,1.70892,1.77742,0.000137281,0.000137281,0.000137281
5,135.263,0.78472,1.58526,1.79774,0.67562,0.6486,0.68543,0.57108,0.85253,1.69037,1.76455,0.000168948,0.000168948,0.000168948
6,160.629,0.84078,1.79989,1.83434,0.67891,0.64297,0.68604,0.56787,0.86694,1.66388,1.75544,0.00019913,0.00019913,0.00019913
7,187.847,0.81616,1.97829,1.87441,0.67108,0.64529,0.68549,0.56597,0.87116,1.64312,1.7556,0.000227825,0.000227825,0.000227825
8,214.999,0.80399,1.65849,1.74915,0.66817,0.64464,0.68437,0.56478,0.8699,1.63805,1.75602,0.000255035,0.000255035,0.000255035
9,243.221,0.8455,1.89718,1.8994,0.66217,0.64701,0.68283,0.56245,0.8724,1.64664,1.74798,0.000280758,0.000280758,0.000280758
10,270.884,0.84141,1.827,1.87747,0.65828,0.64374,0.68079,0.56152,0.86283,1.67838,1.73441,0.000304995,0.000304995,0.000304995
11,297.413,0.87941,2.04959,1.79502,0.6494,0.64108,0.67902,0.55913,0.84163,1.76987,1.7174,0.000327745,0.000327745,0.000327745
12,322.944,0.91366,2.10368,1.8292,0.64729,0.63488,0.67659,0.55419,0.79795,1.89767,1.69316,0.000326177,0.000326177,0.000326177
13,349.809,0.81725,1.86119,1.81836,0.654,0.62878,0.67601,0.55261,0.77721,1.90688,1.68101,0.000317921,0.000317921,0.000317921
14,382.369,0.78472,1.91415,1.81933,0.66061,0.62702,0.67482,0.55299,0.75096,1.85888,1.66627,0.000309664,0.000309664,0.000309664
15,408.536,0.77115,1.65836,1.74367,0.665,0.62047,0.67445,0.55228,0.73871,1.80575,1.6566,0.000301408,0.000301408,0.000301408
16,434.684,0.72999,1.90187,1.81707,0.67349,0.62158,0.67453,0.55297,0.73015,1.76948,1.65312,0.000293151,0.000293151,0.000293151
17,461.053,0.776,1.65258,1.74237,0.66641,0.62746,0.67518,0.55273,0.73166,1.74836,1.65464,0.000284894,0.000284894,0.000284894
18,488.089,0.76346,1.83134,1.77134,0.71765,0.6271,0.7003,0.57517,0.73341,1.73714,1.65621,0.000276638,0.000276638,0.000276638
19,515.047,0.74871,1.89134,1.75943,0.71351,0.63085,0.69872,0.56748,0.73829,1.71081,1.66316,0.000268381,0.000268381,0.000268381
20,542.306,0.76642,1.68285,1.67155,0.7182,0.62801,0.6984,0.56689,0.73374,1.68375,1.66333,0.000260125,0.000260125,0.000260125
21,568.715,0.73113,1.86806,1.66974,0.71952,0.62988,0.69586,0.56385,0.73141,1.6588,1.66135,0.000251868,0.000251868,0.000251868
22,595.758,0.70312,1.67613,1.71435,0.71162,0.63274,0.69391,0.56182,0.73152,1.63649,1.66219,0.000243611,0.000243611,0.000243611
23,621.143,0.72576,1.63838,1.84733,0.70988,0.63381,0.69197,0.56138,0.73023,1.6274,1.66325,0.000235355,0.000235355,0.000235355
24,646.984,0.69838,1.64891,1.76245,0.71475,0.63149,0.69007,0.5617,0.72625,1.61286,1.66282,0.000227098,0.000227098,0.000227098
25,673.723,0.72621,1.56486,1.65151,0.71952,0.62857,0.68978,0.56158,0.72283,1.60084,1.66195,0.000218842,0.000218842,0.000218842
1,28.1905,0.9228,2.24045,2.05603,0.68499,0.64326,0.68711,0.58092,0.81779,1.67985,1.80495,2.502e-05,2.502e-05,2.502e-05
2,51.8521,0.87028,2.11707,1.88222,0.68249,0.64276,0.68654,0.57821,0.8162,1.70458,1.78466,5.31366e-05,5.31366e-05,5.31366e-05
3,75.8623,0.84382,2.41875,1.93944,0.67998,0.64308,0.6851,0.57627,0.81601,1.70855,1.77648,8.00974e-05,8.00974e-05,8.00974e-05
4,101.845,0.89806,2.17094,1.89498,0.67405,0.6473,0.6854,0.57448,0.82327,1.70437,1.76741,0.000105902,0.000105902,0.000105902
5,128,0.88868,2.39158,1.96366,0.67201,0.64603,0.68519,0.5726,0.83315,1.68227,1.75603,0.000130551,0.000130551,0.000130551
6,153.775,0.84719,1.9751,1.89252,0.66664,0.64919,0.68402,0.56904,0.8427,1.67778,1.74851,0.000154044,0.000154044,0.000154044
7,179.653,0.94808,1.985,1.85692,0.65651,0.63511,0.68014,0.56181,0.85716,1.69893,1.74155,0.000176381,0.000176381,0.000176381
8,205.279,0.80496,1.66701,1.83115,0.65232,0.63379,0.67673,0.55876,0.85785,1.71366,1.73907,0.000197562,0.000197562,0.000197562
9,230.263,0.86943,1.67886,1.84251,0.64546,0.63776,0.67026,0.55152,0.85479,1.81831,1.72862,0.000217587,0.000217587,0.000217587
10,257.17,0.84554,1.89092,1.77363,0.64415,0.63178,0.66718,0.54648,0.83151,1.95225,1.70323,0.000236457,0.000236457,0.000236457
11,282.498,0.74336,1.41684,1.8897,0.63964,0.62335,0.66148,0.53897,0.81481,2.0361,1.68641,0.00025417,0.00025417,0.00025417
12,307.433,0.83517,1.84542,1.7279,0.65126,0.60939,0.6588,0.53985,0.78166,2.03978,1.67982,0.000270727,0.000270727,0.000270727
13,332.226,0.72104,1.53615,1.72986,0.64988,0.60837,0.65806,0.54003,0.77282,2.0153,1.68254,0.000286129,0.000286129,0.000286129
14,358.255,0.70354,1.71611,1.84487,0.64548,0.60905,0.65694,0.53947,0.76944,1.95045,1.68475,0.000300374,0.000300374,0.000300374
15,382.623,0.81453,1.78652,1.7568,0.64508,0.6126,0.65881,0.53775,0.77311,1.89165,1.67698,0.000301408,0.000301408,0.000301408
16,407.495,0.7653,1.75094,1.78761,0.64049,0.62008,0.66006,0.53524,0.77308,1.84486,1.66921,0.000293151,0.000293151,0.000293151
17,433.026,0.80774,1.79974,1.74911,0.64333,0.62047,0.66065,0.53591,0.76696,1.82212,1.66956,0.000284894,0.000284894,0.000284894
18,460.038,0.77105,1.71772,1.75918,0.69838,0.61604,0.68001,0.55087,0.75973,1.7856,1.67765,0.000276638,0.000276638,0.000276638
19,486.513,0.69933,1.58368,1.72536,0.69851,0.61558,0.68305,0.55396,0.76286,1.76072,1.67921,0.000268381,0.000268381,0.000268381
20,513.828,0.68166,1.68561,1.661,0.70166,0.61265,0.68072,0.55124,0.75625,1.73139,1.6739,0.000260125,0.000260125,0.000260125
1,29.9873,0.9228,2.24045,2.05603,0.68499,0.64326,0.68711,0.58092,0.81779,1.67985,1.80495,2.502e-05,2.502e-05,2.502e-05
2,54.8368,0.87028,2.11707,1.88222,0.68249,0.64276,0.68654,0.57821,0.8162,1.70458,1.78466,5.31366e-05,5.31366e-05,5.31366e-05
3,79.9434,0.84382,2.41875,1.93944,0.67998,0.64308,0.6851,0.57627,0.81601,1.70855,1.77648,8.00974e-05,8.00974e-05,8.00974e-05
4,104.058,0.89806,2.17094,1.89498,0.67405,0.6473,0.6854,0.57448,0.82327,1.70437,1.76741,0.000105902,0.000105902,0.000105902
5,128.737,0.88868,2.39158,1.96366,0.67201,0.64603,0.68519,0.5726,0.83315,1.68227,1.75603,0.000130551,0.000130551,0.000130551
6,156.252,0.84719,1.9751,1.89252,0.66664,0.64919,0.68402,0.56904,0.8427,1.67778,1.74851,0.000154044,0.000154044,0.000154044
7,182.367,0.94808,1.985,1.85692,0.65651,0.63511,0.68014,0.56181,0.85716,1.69893,1.74155,0.000176381,0.000176381,0.000176381
8,208.432,0.80496,1.66701,1.83115,0.65232,0.63379,0.67673,0.55876,0.85785,1.71366,1.73907,0.000197562,0.000197562,0.000197562
9,236.176,0.86943,1.67886,1.84251,0.64546,0.63776,0.67026,0.55152,0.85479,1.81831,1.72862,0.000217587,0.000217587,0.000217587
10,262.904,0.84554,1.89092,1.77363,0.64415,0.63178,0.66718,0.54648,0.83151,1.95225,1.70323,0.000236457,0.000236457,0.000236457
11,290.364,0.74336,1.41684,1.8897,0.63964,0.62335,0.66148,0.53897,0.81481,2.0361,1.68641,0.00025417,0.00025417,0.00025417
12,315.909,0.83517,1.84542,1.7279,0.65126,0.60939,0.6588,0.53985,0.78166,2.03978,1.67982,0.000270727,0.000270727,0.000270727
13,340.288,0.72104,1.53615,1.72986,0.64988,0.60837,0.65806,0.54003,0.77282,2.0153,1.68254,0.000286129,0.000286129,0.000286129
14,365.854,0.70354,1.71611,1.84487,0.64548,0.60905,0.65694,0.53947,0.76944,1.95045,1.68475,0.000300374,0.000300374,0.000300374
15,390.745,0.81453,1.78652,1.7568,0.64508,0.6126,0.65881,0.53775,0.77311,1.89165,1.67698,0.000301408,0.000301408,0.000301408
16,417.94,0.7653,1.75094,1.78761,0.64049,0.62008,0.66006,0.53524,0.77308,1.84486,1.66921,0.000293151,0.000293151,0.000293151
17,444.258,0.80774,1.79974,1.74911,0.64333,0.62047,0.66065,0.53591,0.76696,1.82212,1.66956,0.000284894,0.000284894,0.000284894
18,471.484,0.77105,1.71772,1.75918,0.69838,0.61604,0.68001,0.55087,0.75973,1.7856,1.67765,0.000276638,0.000276638,0.000276638
19,496.109,0.69933,1.58368,1.72536,0.69851,0.61558,0.68305,0.55396,0.76286,1.76072,1.67921,0.000268381,0.000268381,0.000268381
20,522.835,0.68166,1.68561,1.661,0.70166,0.61265,0.68072,0.55124,0.75625,1.73139,1.6739,0.000260125,0.000260125,0.000260125
21,549.126,0.77945,1.68775,1.71687,0.7018,0.61287,0.68025,0.55092,0.75442,1.72085,1.67168,0.000251868,0.000251868,0.000251868
22,577.204,0.71596,1.62344,1.70332,0.70365,0.61313,0.67875,0.54794,0.75469,1.70247,1.66841,0.000243611,0.000243611,0.000243611
23,604.505,0.7306,1.53424,1.77366,0.71593,0.60788,0.67671,0.54657,0.75384,1.68589,1.66994,0.000235355,0.000235355,0.000235355
24,630.712,0.70832,1.67706,1.6608,0.70975,0.60894,0.67677,0.54723,0.75308,1.67254,1.67643,0.000227098,0.000227098,0.000227098
25,656.194,0.70705,1.64252,1.75997,0.70733,0.6099,0.67671,0.54708,0.75077,1.66834,1.67834,0.000218842,0.000218842,0.000218842
26,682.993,0.68469,1.6362,1.70377,0.71192,0.60745,0.67519,0.54585,0.74743,1.66285,1.67495,0.000210585,0.000210585,0.000210585
27,709.291,0.64137,1.37156,1.72056,0.69951,0.61835,0.67666,0.54771,0.7453,1.65795,1.66954,0.000202328,0.000202328,0.000202328
28,733.725,0.70251,1.50463,1.74826,0.68801,0.62401,0.67743,0.54708,0.74705,1.65448,1.66638,0.000194072,0.000194072,0.000194072
29,759.114,0.69519,1.38725,1.78232,0.68569,0.62551,0.67579,0.5463,0.74557,1.6498,1.66828,0.000185815,0.000185815,0.000185815
30,785.633,0.65168,1.45604,1.77615,0.6854,0.63007,0.67627,0.54657,0.7408,1.63722,1.67419,0.000177559,0.000177559,0.000177559
1,31.3657,0.9025,2.13476,2.03562,0.68579,0.63841,0.68657,0.57917,0.82033,1.67359,1.81021,2.502e-05,2.502e-05,2.502e-05
2,57.9045,0.85787,2.10633,1.87184,0.68094,0.64364,0.68565,0.57796,0.82618,1.672,1.80124,5.31366e-05,5.31366e-05,5.31366e-05
3,83.4569,0.86482,2.4086,1.95625,0.67537,0.64934,0.68539,0.57683,0.83023,1.65551,1.79229,8.00974e-05,8.00974e-05,8.00974e-05
4,109.238,0.92879,2.08797,1.92819,0.67287,0.64965,0.68586,0.57423,0.84142,1.64969,1.78503,0.000105902,0.000105902,0.000105902
5,135.926,0.93554,2.3726,2.0176,0.68024,0.64021,0.68584,0.5717,0.85082,1.62782,1.78178,0.000130551,0.000130551,0.000130551
6,161.734,0.8806,1.93828,1.93307,0.68198,0.64119,0.68621,0.57249,0.85869,1.6058,1.7756,0.000154044,0.000154044,0.000154044
7,187.312,0.98028,1.90372,1.8911,0.67951,0.64086,0.68593,0.57126,0.87323,1.57509,1.76827,0.000176381,0.000176381,0.000176381
8,213.943,0.82088,1.60166,1.85174,0.67165,0.64547,0.68429,0.56991,0.87662,1.5581,1.76773,0.000197562,0.000197562,0.000197562
9,240.732,0.90371,1.63526,1.8782,0.67278,0.64388,0.68454,0.56787,0.89156,1.53492,1.77014,0.000217587,0.000217587,0.000217587
10,266.16,0.91276,1.78619,1.86222,0.67802,0.63827,0.68551,0.56579,0.89384,1.51341,1.7618,0.000236457,0.000236457,0.000236457
11,292.042,0.78551,1.44925,1.92979,0.67861,0.63657,0.68604,0.56519,0.90236,1.49568,1.75338,0.00025417,0.00025417,0.00025417
12,316.815,0.8774,1.60112,1.78382,0.667,0.64301,0.68649,0.56425,0.91158,1.47403,1.75195,0.000270727,0.000270727,0.000270727
13,340.578,0.79357,1.48481,1.77997,0.6715,0.63783,0.68668,0.56528,0.90654,1.46559,1.75293,0.000286129,0.000286129,0.000286129
14,366.479,0.81773,1.75098,1.94747,0.6733,0.63541,0.68586,0.56809,0.90683,1.45817,1.75493,0.000300374,0.000300374,0.000300374
15,391.065,0.93727,1.65237,1.8414,0.67507,0.63537,0.68503,0.5671,0.92322,1.45828,1.74872,0.000301408,0.000301408,0.000301408
16,416.777,0.87577,1.73081,1.89415,0.67722,0.63306,0.68518,0.56386,0.9386,1.46499,1.74199,0.000293151,0.000293151,0.000293151
17,441.92,0.90966,1.61569,1.82348,0.68066,0.63107,0.68551,0.56329,0.94241,1.4691,1.74148,0.000284894,0.000284894,0.000284894
18,466.699,0.90211,1.66689,1.86361,0.68994,0.62858,0.68616,0.56542,0.94692,1.47973,1.74299,0.000276638,0.000276638,0.000276638
19,492.626,0.91566,1.49013,1.78803,0.69438,0.62877,0.68703,0.56496,0.95599,1.49224,1.74469,0.000268381,0.000268381,0.000268381
20,517.525,0.83126,1.57857,1.74738,0.74197,0.62968,0.7125,0.58546,0.95898,1.50551,1.74094,0.000260125,0.000260125,0.000260125
21,541.179,0.95034,1.60902,1.83229,0.73837,0.63287,0.7132,0.58283,0.96156,1.50994,1.7387,0.000251868,0.000251868,0.000251868
22,568.367,0.87438,1.57176,1.79009,0.73432,0.63387,0.70774,0.57708,0.96671,1.51436,1.73599,0.000243611,0.000243611,0.000243611
23,594.985,0.88046,1.51961,1.87115,0.73379,0.63346,0.7065,0.57721,0.96259,1.51288,1.73648,0.000235355,0.000235355,0.000235355
24,620.759,0.96581,1.55155,1.78955,0.73175,0.6344,0.70515,0.57668,0.95637,1.5106,1.74001,0.000227098,0.000227098,0.000227098
25,646.373,0.91539,1.56752,1.91848,0.73146,0.63415,0.70509,0.57573,0.95517,1.50815,1.74157,0.000218842,0.000218842,0.000218842
26,672.541,0.86685,1.60108,1.80904,0.73382,0.63065,0.7036,0.57483,0.95413,1.50383,1.74177,0.000210585,0.000210585,0.000210585
27,698.484,0.73273,1.34107,1.7733,0.73486,0.62997,0.70301,0.57496,0.95052,1.50137,1.73544,0.000202328,0.000202328,0.000202328
28,724.505,0.86554,1.49867,1.81142,0.73703,0.62726,0.70276,0.57391,0.95117,1.50213,1.73102,0.000194072,0.000194072,0.000194072
29,750.81,0.81668,1.36783,1.85061,0.73435,0.62839,0.7024,0.57429,0.94931,1.50127,1.73096,0.000185815,0.000185815,0.000185815
30,776.48,0.83185,1.41679,1.8668,0.73067,0.63202,0.70178,0.57395,0.94108,1.49532,1.73246,0.000177559,0.000177559,0.000177559
31,800.384,0.85905,1.67149,1.77278,0.72972,0.63403,0.70147,0.57409,0.93498,1.49011,1.73627,0.000169302,0.000169302,0.000169302
32,827.907,0.9268,1.57091,1.75018,0.72352,0.63708,0.70074,0.57487,0.93332,1.48649,1.73755,0.000161045,0.000161045,0.000161045
33,853.721,0.81699,1.43381,1.81141,0.72391,0.63917,0.70116,0.57452,0.93225,1.48532,1.73721,0.000152789,0.000152789,0.000152789
34,878.703,0.87005,1.54847,1.74168,0.71955,0.64568,0.70129,0.57322,0.93245,1.48389,1.73442,0.000144532,0.000144532,0.000144532
35,904.263,0.87092,1.37616,1.76419,0.72177,0.64509,0.70129,0.57359,0.93176,1.48387,1.73226,0.000136276,0.000136276,0.000136276
36,930.497,0.66725,1.22552,1.74811,0.71384,0.65231,0.70114,0.57342,0.93029,1.48369,1.73261,0.000128019,0.000128019,0.000128019
37,955.248,0.9259,1.57281,1.80298,0.70068,0.66031,0.7011,0.57388,0.93026,1.48429,1.7327,0.000119762,0.000119762,0.000119762
38,981.856,0.81288,1.53249,1.75991,0.70656,0.65741,0.70084,0.57319,0.93047,1.48505,1.73229,0.000111506,0.000111506,0.000111506
39,1008.29,0.91925,1.59384,1.81447,0.70458,0.66145,0.70122,0.57401,0.92965,1.4846,1.73215,0.000103249,0.000103249,0.000103249
40,1033.06,0.76204,1.22156,1.70185,0.70915,0.65772,0.70157,0.57338,0.927,1.48307,1.73219,9.49926e-05,9.49926e-05,9.49926e-05
41,1060.15,0.73202,1.41926,1.79214,0.71336,0.65621,0.70165,0.57435,0.92501,1.48246,1.73257,8.6736e-05,8.6736e-05,8.6736e-05
42,1085.55,0.73474,1.52464,1.78861,0.71887,0.65317,0.70086,0.57522,0.92126,1.4824,1.73254,7.84794e-05,7.84794e-05,7.84794e-05
43,1110.89,0.70794,1.36233,1.77821,0.71703,0.65225,0.70049,0.57653,0.91994,1.48461,1.73175,7.02228e-05,7.02228e-05,7.02228e-05
44,1136.71,0.67035,1.35514,1.745,0.717,0.65238,0.70024,0.57633,0.91858,1.48353,1.73074,6.19662e-05,6.19662e-05,6.19662e-05
45,1162.16,0.72371,1.38042,1.6693,0.7217,0.65124,0.70018,0.57625,0.91837,1.48317,1.7299,5.37096e-05,5.37096e-05,5.37096e-05
46,1187.17,0.67097,1.28244,1.69513,0.70898,0.65636,0.70051,0.57573,0.91758,1.48019,1.72927,4.5453e-05,4.5453e-05,4.5453e-05
47,1210.94,0.68252,1.30518,1.62126,0.71216,0.65574,0.70057,0.57594,0.91673,1.48034,1.72884,3.71964e-05,3.71964e-05,3.71964e-05
48,1235.32,0.75797,1.38912,1.70591,0.71416,0.65558,0.70037,0.57622,0.91546,1.47994,1.72866,2.89398e-05,2.89398e-05,2.89398e-05
49,1261.59,0.7211,1.41331,1.63321,0.71221,0.65685,0.70034,0.57617,0.9148,1.47912,1.72849,2.06832e-05,2.06832e-05,2.06832e-05
50,1288.78,0.71551,1.38864,1.76759,0.71332,0.65554,0.70062,0.57648,0.91457,1.47981,1.7292,1.24266e-05,1.24266e-05,1.24266e-05
1,32.6315,0.9228,2.24045,2.05603,0.68499,0.64326,0.68711,0.58092,0.81779,1.67985,1.80495,2.502e-05,2.502e-05,2.502e-05
2,60.9314,0.87028,2.11707,1.88222,0.68249,0.64276,0.68654,0.57821,0.8162,1.70458,1.78466,5.31366e-05,5.31366e-05,5.31366e-05
3,87.4875,0.84382,2.41875,1.93944,0.67998,0.64308,0.6851,0.57627,0.81601,1.70855,1.77648,8.00974e-05,8.00974e-05,8.00974e-05
4,118.967,0.89806,2.17094,1.89498,0.67405,0.6473,0.6854,0.57448,0.82327,1.70437,1.76741,0.000105902,0.000105902,0.000105902
5,148.669,0.88868,2.39158,1.96366,0.67201,0.64603,0.68519,0.5726,0.83315,1.68227,1.75603,0.000130551,0.000130551,0.000130551
6,176.231,0.84719,1.9751,1.89252,0.66664,0.64919,0.68402,0.56904,0.8427,1.67778,1.74851,0.000154044,0.000154044,0.000154044
7,202.435,0.94808,1.985,1.85692,0.65651,0.63511,0.68014,0.56181,0.85716,1.69893,1.74155,0.000176381,0.000176381,0.000176381
8,229.301,0.80496,1.66701,1.83115,0.65232,0.63379,0.67673,0.55876,0.85785,1.71366,1.73907,0.000197562,0.000197562,0.000197562
9,256.669,0.86943,1.67886,1.84251,0.64546,0.63776,0.67026,0.55152,0.85479,1.81831,1.72862,0.000217587,0.000217587,0.000217587
10,281.938,0.84554,1.89092,1.77363,0.64415,0.63178,0.66718,0.54648,0.83151,1.95225,1.70323,0.000236457,0.000236457,0.000236457
11,307.78,0.74336,1.41684,1.8897,0.63964,0.62335,0.66148,0.53897,0.81481,2.0361,1.68641,0.00025417,0.00025417,0.00025417
12,334.323,0.83517,1.84542,1.7279,0.65126,0.60939,0.6588,0.53985,0.78166,2.03978,1.67982,0.000270727,0.000270727,0.000270727
13,362.099,0.72104,1.53615,1.72986,0.64988,0.60837,0.65806,0.54003,0.77282,2.0153,1.68254,0.000286129,0.000286129,0.000286129
14,389.632,0.70354,1.71611,1.84487,0.64548,0.60905,0.65694,0.53947,0.76944,1.95045,1.68475,0.000300374,0.000300374,0.000300374
15,417.155,0.81453,1.78652,1.7568,0.64508,0.6126,0.65881,0.53775,0.77311,1.89165,1.67698,0.000301408,0.000301408,0.000301408
16,443.64,0.7653,1.75094,1.78761,0.64049,0.62008,0.66006,0.53524,0.77308,1.84486,1.66921,0.000293151,0.000293151,0.000293151
17,470.444,0.80774,1.79974,1.74911,0.64333,0.62047,0.66065,0.53591,0.76696,1.82212,1.66956,0.000284894,0.000284894,0.000284894
18,495.561,0.77105,1.71772,1.75918,0.69838,0.61604,0.68001,0.55087,0.75973,1.7856,1.67765,0.000276638,0.000276638,0.000276638
19,520.999,0.69933,1.58368,1.72536,0.69851,0.61558,0.68305,0.55396,0.76286,1.76072,1.67921,0.000268381,0.000268381,0.000268381
20,547.532,0.68166,1.68561,1.661,0.70166,0.61265,0.68072,0.55124,0.75625,1.73139,1.6739,0.000260125,0.000260125,0.000260125
21,577.244,0.77945,1.68775,1.71687,0.7018,0.61287,0.68025,0.55092,0.75442,1.72085,1.67168,0.000251868,0.000251868,0.000251868
22,602.097,0.71596,1.62344,1.70332,0.70365,0.61313,0.67875,0.54794,0.75469,1.70247,1.66841,0.000243611,0.000243611,0.000243611
23,629.6,0.7306,1.53424,1.77366,0.71593,0.60788,0.67671,0.54657,0.75384,1.68589,1.66994,0.000235355,0.000235355,0.000235355
